0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566
0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566
0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566
0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566
0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566
0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566
0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566
0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566	0.00475566
0.00475566	0	0	0.00475566	0.00475566	0	0	0.00475566	0.00475566	0	0	0.00475566	0.00475566	0	0	0.00475566
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
